title,rating,stars
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
金水桥边,1.0分,"黄志忠,倪大红,李幼斌,李乃文,柯蓝"
赵氏孤儿案,4.0分,"吴秀波,孙淳,应采儿,王雨,练束梅,郑昊,战菁一,郭晓婷,姬他,周野芒,秦焰,张译文,徐露,侯长荣,一真,徐卫"
我和我的传奇奶奶,3.0分,"宁静,罗晋,芦芳生,洪悦,杨静,范明,李杨,池源,张永健,杜金京,王梁双全,马京,赵钢"
功夫之爱的速递,5.0分,"杜淳,姚笛,曾晓斌,万昊辰"
九丹,5.5分,"赵锦焘,赖雅妍,丁勇岱,周知"
新萧十一郎,2.0分,"严屹宽,甘婷婷,朱一龙,李依晓,张含韵,王艺曈,杨净如,于青斌,元华,吕良伟,张天阳"
爱情面前谁怕谁,5.0分,"霍思燕,张晓龙,陈紫函,习雪,王琳,李勤勤,潘虹"
北上广依然相信爱情,3.6分,"朱亚文,陈妍希,张铎,曾泳醍"
拥抱星星的月亮,4.3分,"辛芷蕾,唐曾,代旭,李沁谣,奚望,盛冠森,陶灏景,李岷城,周宸佳,郭凯敏,张晨光,张彤,张博,刘洁,史可"
各个击破,1.0分,"关泽强,丁嘉旭,徐梵溪,王紫逸"
母爱如山,3.0分,"蒋林静,胡彪"
幸福36计,5.0分,"罗晋,焦俊艳,闫学晶,杜源"
我爱男闺蜜,2.9分,"黄磊,陈数,刘芮麟,汪俊"
勇士之城,2.0分,"钟汉良,王力可,林永健,于荣光,杨烁,颜丹晨,李依馨,边程,郭露文,陈昊,黄俊鹏"
清网行动,3.0分,"李诚儒,韩青,毛俊杰,王昌娥,孟召重,李宜儒"
绝命后卫师,4.0分,"张桐,郭广平,夏志远,李强,郑昊,马伦,李卓远,王美英"
我的辣妹保镖,1.0分,"徐洪浩,侯梦莎,程愫"
追击者2016,4.0分,"于和伟,朱雨辰,徐光宇,张新华,罗嘉良,李小冉,刁琳琳,郭凯敏,宗晓军"
守婚如玉,4.0分,"蒋雯丽,许亚军,蒋欣,王耀庆"
女村长,3.0分,"左腾云,崔艺东,国歌,刘小梅,邵峰,曹翠芬,李文启,马书良,白岚,杨大鹏"
对与决,3.0分,"连奕名,赵子惠,徐立,卢誉文,武强,梁椰雯,郑敏,宫萍,丁海峰,舒耀瑄,钱勇夫,何政军,张黦,黄俊鹏,崔嵩,安亚平,景岗山"
宜昌保卫战,3.0分,"童蕾,徐佳,丁宁,吕良伟,章宇昂,侯勇,曹卫宇,陈小春,王帅"
我的父亲我的兵,1.0分,"张一山,刘威,傅淼,山崎敬一"
伪装者2015,1.0分,"胡歌,靳东,刘敏涛,王凯,宋轶,王乐君,王鸥,刘奕君,岳旸,张棪琰,郭晓峰,松峰莉璃,王铮,高鑫,郭虹,平田康之,朱梦瑶,孙梦佳,孙晨,冯晖,松浦敬之,刘陆,高正,曲浩天,冯千,姚力烨,王宏,谢承颖,史晓僮,毕英杰,柳洋,桑帅,王海龙,郭彤彤,臧晋,孙征宇,张巨明,叶恺文"
红色追剿1949,3.0分,"王学兵,颖儿,郑国霖,徐天琪,尹泽强,蒋林静,张家川"
铁血战狼,3.5分,"王挺,史光辉,乔鹏樾"
彭德怀元帅,2.0分,"董勇,董琦,罗刚,杨童舒,濮存昕,陆忠,文馨,上白,唐国强,刘劲,侯勇,刘之冰,巫刚,许晴,王伍福,艾东,王鹏凯,赵吉,刘鉴,马晓伟,宋禹,宿宇杰,唐以诺,蒋婧,程煜,白冰,赵晓明,徐光宇,王志峰,丁海峰,刘奕君,严晓频,张京生,曹力,周波,张朕瑄,朱海军,尹静,王卓,谢紫彬,朱鹏程,王艺嘉,陈姗姗,王荧欣,闻洁,张再新,史鑫,孙岩,马岩,黄维,李新华,梅寒,杨猛,平田康之,张惠中,喜莲娜,徐永革"
激战2015,2.0分,"李小冉,谭凯,刘晓洁,徐佳,韩童生,吴谨言,马卫军,宁晓志,谭非翎,李冠明,李静涵,郝率,任柯诺,张皓森,池程,张衡平,罗四维,任学海,王凯,张宇宙,薛飞,刘广厚,于涛,欧阳振峰,张大伟,苏德伦,李伟,朱鹏程,周刚,韩张,张彦君,王亚斌"
喵喵！汪汪！有妖怪,3.0分,"郑锐彬,王珮寒,周川珺,张嘉希,王思远,杜憬仪,孙启恒,郭星冶"
急诊男女,1.0分,"宋智孝,崔振赫,克拉拉,李必模,崔汝珍"
黄金部队,5.0分,"郭家铭,林源,陆彭,候祥"
绝路逢生,3.0分,"杨烁,董维嘉,刘至翰,高峰,张译木,刘腾远,大庆,李思博,大庆,宗晓军,周明汕,崔可法,王志刚,云飞,王梓桐,沈冲,张成武,鞠泓宇,刘勇,藤宇飞,周波,孙苍,冯玉玺,周钢,谢宁,刘学,赵红霞,韩全海"
生死连2015,1.0分,"张铎,刘小锋,张光北,牛丽燕,张笑君,王佳宁"
三国,3.0分,"陈建斌,陆毅,于和伟,于荣光"
北上广不相信眼泪,4.0分,"朱亚文,马伊琍,张兆辉,张可颐,侯京健,刘美含,陶慧,徐可,吴佳尼,郭昊伦,洪林小湛"
嫁个老公过日子,4.0分,"陈乔恩,张译,蔡明,朱锐"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
少年四大名捕,2.0分,"张翰,何晟铭,杨洋,陈伟霆"
盗墓笔记之云顶天宫,1.0分,"白澍,张博宇,赵东泽,赵芮菡,姚橹,何中华,斯琴高娃,刘学义,李泽,彭禺厶,姚奕辰,黄羿,白一弘"
猎刃,2.3分,"陈冠霖,甘露,丁洋,马京京"
刀光枪影,1.0分,刘恩佑 / 吕一 / 何明翰 / 寇振海 / 木幡龙
踏破硝烟,3.0分,"于震,景岗山,尹雨航,张一龙,王晓龙,胡春勇,金浩,张春雨,刘小锋,马德华,田小洁,薛俨,李修蒙,王伟,程砚秋,赵亮,王绘春,李耀景,张风,寇占文"
怒火英雄,4.0分,"王雷,邓家佳,霍政谚,乔乔"
风云天地,10.0分,"汪明荃,刘恺威,赵雅芝,唐嫣"
桃花运2015,3.5分,"林永健,于明加,张凯丽,丹尼斯·吴,代乐乐,杨昆,王汀"
同门往事,5.0分,"李艳,贾一平,孙玮,邵峰,夏侯琪誉,徐静轩"
雪域雄鹰,3.0分,"肖顺尧,冯丹滢,盛冠森,孟阿赛,周密,金钟,白威,薛佳凝,原维,吕平滢,孙海英,吕丽萍,张晨光,高宝宝,李诚儒,程雍,伍宇娟,任天野,吴毅将"
双刺,2.0分,"王子文,祖峰,张棪琰,尤勇,倪虹洁,任正斌,曹征,郭广平,曹力,曹卫宇,曹培昌,肖涵"
热血青春2015,3.0分,"张一山,蓝盈莹,张潇恒,王莎莎,吴京安,张哲,宋佳伦,袁晓旭,王驾麟,来喜,那志东,李心敏,李蓓蕾,孙桂田,万弘杰,李玉峰,毕秀茹,王刚,蒋雯丽,钟雨彤,孙继峰,杜晓涛,张词,姚懿恩,郭鑫,李天涯,邱泉,石尚,游乐儿,吴思雨,魏靖,姚心通,郭思彤,陆聪,刁伟光,郭海强,傅国栋,王新华,杨传喜,王森"
戴流苏耳环的少女,2.6分,"吴映洁,戴向宇,刘前程,谢其均,庄夏播,郑晓甫,李林琳,苗苗,关礼杰,钱韦杉"
龙门飞甲2015,1.0分,"聂远,毛俊杰,高虎,樊少皇,叶璇,张峻宁,陈龙,冯文娟,吴旭东,战立国,冯玉玺,杨渝渝,程妮,节冰,姜大卫,杜奕衡,胡东,黄阅,柳岩,何佳怡,李鸣惊,蔺柏瑄,朱俞硕,叶晟彤,黄海格,高玉玺,郝帅"
石敢当之雄峙天东,3.0分,"张子健,刘德凯,六小龄童,淳于珊珊"
巨浪,3.0分,"韩雪,张博,印小天,金晶,袁晓旭,吕中,杜雨露,张光北,冯恩鹤,赵君,马东延,李羲儿,张紫琦"
我把忠诚献给你,3.0分,"耿乐,蒋林静,杨洪武,张晓晨,吴恙,李帅"
映山红2015,4.0分,"叶璇,田海蓉,莫小奇,黄小蕾,王新,卫仑,张衣,朱宏嘉,冯恩鹤,刘斌,石兰,张双利,迟志强,刘惠,张雷,宋邦春,李杰,陈鸿锦,赵雍,鲍晓,周仲,田凯,王子豪"
我的宝贝,3.0分,"姚笛,佟大为,刘天佐,徐梵溪"
战鼓擂,3.3分,"曹曦文,任程伟,尹铸胜,赵子惠,李依玲,孟召重,樊昱君,毛毅,韩青,王往,蒋凯,李强,高峰,赵希鑫"
长城红,3.0分,"齐奎,刘思言,瑛子,孙磊,杨新鸣,黄飞"
神医传奇,5.0分,"高昊,郭珍霓,李亭哲,白柳汐"
我们家的微幸福生活,1.0分,"郭凯敏,王丽云,陶红,杨议,阎娜,田小洁"
出关,1.0分,"张博,冯国强,汪裴,张春年"
怒放,3.0分,"林永健,李曼,刘金山,鸿利"
白云飘飘的年代,1.0分,"殷桃,王超,杨树泉,颜世魁,牛莉,林永健"
木兰妈妈,2.0分,"陈小艺,范雷,刘之冰,刘琳,徐黄丽,王天泽,于莉红"
逆光之恋,3.0分,"米热,迪丽热巴,张逸杰,杨旭文,关晓彤,杨诚诚"
酸甜苦辣小夫妻,2.0分,"王雷,车晓,李心敏,孟秀,阿楠,陈颢文,李晓峰,姚夏,崔璨,柯伯龙"
天生要完美,1.0分,"朱亚文,万茜,李佳航,杨紫,孙绍龙,洪连城,刘维,王思思,章申"
功夫婆媳,1.0分,"张佳宁,李宗翰,张凯丽,闫学晶,董玥,金泽灏,杨舒,许文广,李吴瑧,马天宇,岳跃利,李菁菁"
抗倭英雄戚继光,4.0分,"朱晓渔,李立群,于荣光,颜丹晨"
家有大姐,4.0分,"陶红,赵亮,刘钧"
黄河在咆哮,1.0分,"孙茜,刘金龙,王建福,刘科,赵达,白凡,黄薇"
香火2015,4.0分,"周一围,苗圃,韩童生,李彬,王佳佳,宋晓英,马丽,崔志刚,代旭"
活法,2.0分,"李幼斌,李立群,钱漪,潘之琳,魏璐,史兰芽,叶静,徐洁儿,何明翰,于滨,何赛飞,马精武,曹力,陈创"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
暴雨梨花,2.0分,"朱茵,杨恭如,陈法蓉,关秀媚,刘洋,吴庆哲,高博,寇世勋,王学兵,戚迹,高虎,沈傲君,高露"
火线英雄,4.0分,"保剑锋,王喜,朱梓骁,田子田,弦子,金世佳,吴倩"
敢爱,8.0分,王迎 任重 张萌 曾泳醍 贾景晖
大国建造,3.0分,内详
走进看守所,4.0分,"刘佩琦,苏瑾,沈丹萍,吴京安,胡影怡"
天地苍茫,2.0分,"马传根,沙学周,张海娜"
谜道,3.0分,"赵志刚,申泽华"
大侠黄飞鸿,5.0分,"柯达,刘循子墨,孔连顺,张本煜"
合租男女,3.0分,"黄彦,褚翰,张徐"
鄂尔多斯情歌,2.0分,"张秋歌,其那日图,傅恒,苏雅拉达赖,胡日查"
警察故事之警察日记,2.0分,"李修贤,陈青青,冯佳怡"
你是我的菜,3.0分,"李璐兵,谷峰,李夏佩,陈羽琦,牟雨晨"
家国纪事,5.0分,"郭连文,俞颖"
花儿多多之前世今生,5.0分,"孙玮伦,乔乔,王雨涵,欧宇宁,杨润坤,刘燕,赵吉"
囧西游,2.0分,"李易霖,代文雯,李川,李大威"
剩斗士的店,5.0分,"舒砚,高昊,江奇霖,张艺馨,九孔,黄晓娟,李倩,郭珍霓,刘一含,杨雪,涂黎曼,沈梦辰,陈廷嘉,林静,高阳,吴晓敏"
猫舌怕烫烫,4.0分,戚静怡
烧脑,5.0分,"郑权,苗野,张亮,刘珊珊,赵珊珊,荆智荻"
复读,1.0分,"李感,姚宇,李玉,李新晨,王琪慧,曹广梁,钱雪慧,魏冉"
我是你的喋喋phone,2.0分,"李易峰,梁婧娴"
九千米爱情,2.0分,"王以纶,李婷婷,张奕聪,夏之光,刘洛汐,高承一,李建,贾乃亮,李晟,李俊锋"
推手,4.0分,"贾乃亮,王鸥,刘欢,边潇潇"
冲出月亮岛,3.0分,"朱泳腾,韩雪,安泽豪,张天霖,丁嘉旭,任东霖"
最后一个冬天,3.0分,"甄锡,王海豪,郭广平,吕佳容,王奎荣"
兵变1929,3.0分,"曹炳琨,高露,朱宏嘉,张笑君,李洪涛,李光复,何昊阳,黄勐,于东江,张浩天"
福根进城,5.0分,"赵毅,柴碧云,王丽云,刘钇彤"
跟我回家,3.0分,"辛柏青,周璞,杜源,黄曼,傅迦,闫学晶,林伊婷,高姝瑶,刘硕,任伟,李雨泽"
幸福美丽绽放,4.0分,"刘涛,涂松岩,马梓涵,芦芳生,陈廷嘉,白庆琳,潘雨辰,冯雷"
金牌律师,3.7分,"朱丹,周一围,张铎,黄小蕾,张志坚,是安,朱佳煜,冯嘉怡,苏小明,隋咏良,刘迪妮,冯铭潮,张天其,马睿,杨婷婷"
小爸妈,5.0分,"任重,高露,王耀庆,王阳,徐洁儿,王倩一,朱茵,郭凯敏,陈鸿梅,马睿,陈廷嘉,苏岩,刘楚恬,石悦安鑫,任伟,于果"
大清盐商,3.0分,"张嘉译,张志坚,俞飞鸿,倪大红,莫小棋,杨皓宇,袁文康,曲高位,尹铸胜,金丰,霍青,郭晓峰,郑天庸,李昶,郭萱"
谈判冤家,5.0分,"王雷,陈数,韩青,张鲁一,张丹妮,孟召重,谢园,张小磊,马薇,武强"
家有一老,4.0分,"杜源,闫学晶,张少华,郭东文"
鲜花盛开的村庄,1.0分,"李梅可,牛群"
婚姻料理,3.0分,"闫妮,赵立新,梁丹妮,冯远征,杨青,姜武,洪剑涛,姚安濂,姜晓冲,何昊阳"
私房钱,4.0分,"明道,赵毅,商蓉,张晞临,邬君梅,何翯,秦焰,王彩平,魏巍,王博谷"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
憨妻的都市日记,2.0分,"陶红,杨议,李崇霄,张蓓蓓,严敏裘"
淑女之家,4.0分,"韩雪,刘恩佑,马天宇,陈翔,毛晓彤,叶童,王琳,徐百慧,王诗槐,文淇,雷洋"
大江东去2015,1.0分,"邵汶,李依晓,张志坚,丁柳元,于越,王耀庆,龚洁,于滨,施羽,张玉洁,张兴哲,张益群,戚跡,赵楚纶"
天使艾美丽,5.0分,"芦芳生,姜瑞佳,萧浩冉,何珺,邵桐"
离幸福就差半步,5.0分,"李乃文,汪洋,原雨,田雨,关小平,罗二羊,国永振,刘谦,于菲,何翯,许江宁,张慧志,李华,王宇,潘馨,高叶,何淼,黄唐一佳,任溯,李斯琦,谢云鹤,庄媛"
东西两庄,5.0分,王亚青 /卢磊 /徐同明 /董良影 /危学玲 /孟庆福
我和我的他们,1.0分,"陈小艺,许亚军,万妮恩,张大静,杨子骅,戚九洲,刘红雨"
一又二分之一的夏天,2.0分,"尼查坤·抔勒威查固,蒋劲夫,徐璐,朱丹,孟佳,于文文,周晓鸥"
昨日今夜,3.0分,牛瑜瑜 李峰
历史永远铭记,5.0分,"刘萌萌,朱宏嘉,罗伟,郜峰,张继南,韩一菲"
满堂儿女,4.0分,"徐秀林,白德彰,郭东文,陈洁"
家和万事兴,5.0分,"李依晓,海陆,李进荣,张迪,叶项明,刘萌萌"
不是不想嫁,1.0分,"张俪,涂松岩,任伟,张璇"
玩伴,3.0分,"孙涛,戴娇倩,于洋,刘佳佳,洛葳,孙荣,岳跃利,杨青"
青春无极限,1.0分,"潘粤明,李彩桦,朱孝天,孙强,李羲儿,秦雪,赵煊,蔡牧昀,杨树田,胡薇,李溪芮,林津锋,刘秋实,李其,王刚,张双利,薛晓龙,王斯琼,温建莉,傅隽,张娟,杨丁赫,田亮,崔翔宇,范轩文,吴雨枫,刘咏梅,李晓,韩啸,石黎明,王雅迪,曹云青,程佳光,杨慧,石宝善,庄波,刘曌,吕保杰,陈德义,杨明娜"
利箭纵横,3.0分,"于震,王力可,王若麟,管羽,张振华,赵达,左腾云"
大宅门1912,2.0分,"陈宝国,斯琴高娃,何晴,王志飞,张歆艺,刘佩琦,郭德纲,李耕"
二叔,3.3分,"于晓光,史可,宋运成,李芯逸"
江湖正道,3.0分,"黄志忠,王劲松,柯蓝,斯琴高娃"
红狐,2.0分,"肖荣生,刘凯菲,董晴,郝泽嘉,杨梓墨,陶慧娜,李琳,刘小锋,关亚军,周浩东,方舟波,马仑,徐海为,周帅,尹静闻,孙浩涪,李明禹,孟妍,史冰,段倩茹,张欣源,李俊男,石小楼,陈帝文,李斌,岳冬峰"
决战燕子门,3.1分,"杨烁,王力可,范雨林,张鹰,晋松,刘萌萌"
我的故乡晋察冀,5.0分,"孙涛,齐芳,文江,王强,杜旭东,战姿含,闫学晶,魏积安,邓钢,巴宁,张煜龙,候剑,杨晓丹,徐小飒"
匹夫英雄,2.0分,"陈昭荣,马德钟,杨婷婷,任东霖,刘钇彤,翟万臣,郭昱含,贺昱凯,言杰,高搏"
生死血符,2.0分,"陈瑾,陶泽如,武强,殷桃,郭晓东,詹姆斯"
十送红军,5.0分,"佟大为,万茜,王雷,刘威,汤晶媚,罗晋,张浩天,李小萌,刘威葳,萨日娜"
把酒问青天,4.0分,"于波,杨俊毅,徐怀钰"
余罪第二季,4.6分,"张一山,吴优,常戎,张锦程"
余罪第一季,6.0分,"张一山,吴优,常戎,张锦程"
画江湖之不良人,4.0分,"郑业成,李纯,范世錡,蔡文静,季晨,马薇,张静初,王泷正,陈若轩,雯昭,王滋润,刘峰超,杨帆,杨韬歌,王沛禄,蒋诗萌,韩鹿,戴菲,侍宣如,栾蕾英,梁毅,秦际洋,王刚,李龙,何绍宏,张继波,韩烨洲,赵恒,李成武,张诗慧,高榆榆,王宾,王世帅,张喜来,李浩男,王佳宁,范浩军,张伟夫,颜友志,马进文,陶奕希,龚俊泽,陆莹,王语嫚,周媛媛,贾玉华,冯晓琴,阳光,廖崇儒,韩梦武,李帅,冯凯,李橹进,周金凤,"
都市男女的爱情法则,5.0分,"池昌旭,金智媛,苏珠妍,金玟锡,韩智恩,刘庆秀,朴真珠,李尚禹,李相仑,崔珉豪"
九尾狐与仙鹤,4.0分,"吴兰馨,游本昌"
倾世宠妃 第二季,2.0分,"朱一未,范瑞雪,徐逸轩,周蓉倩,查伊,穆青,柳志威,韩言希"
御宠甜妻,3.5分,"团团,文鸿毅,马晗亦"
双世宠妃,9.0分,邢昭林  梁洁  王瑞昌  钟祺  孙艺宁
星空中的潘朵拉,5.0分,"吴宗宪,陈汉典,王静莹,班杰,大牙,仇玉婷,于安"
奔跑吧！精英,3.0分, 张健/石可人/田启超
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
新世界2020,5.5分,"孙红雷,张鲁一,尹昉,万茜,李纯,胡静,秦汉,赵峥,张瑶,张晔子"
天龙八部1997,2.0分,"黄日华,陈浩民,樊少皇,李若彤,赵学而,刘玉翠,刘锦玲,张国强,潘志文,何美钿,招石文,李国麟,雪梨,黄纪莹,吕有慧,冯晓文,李桂英,马清仪,赵静仪,陈安莹,苏恩磁,李成昌,刘江,王伟,冯瑞珍,陈燕行,郭德信,陈荣峻,江汉,溫雙燕,李鸿杰,骆应钧,骏雄,麦子云,邵卓尧,麦长青,梁健平,梁钦棋,陈狄克,罗君左,余慕莲,李龙基,刘丹,蔡国庆,陈中坚,凌汉,区岳,何图英,黄新,李耀景,曹济,梁少秋,邱万"
我们办人事,5.0分,"李晓明,吴春燕,李瀚均,李博"
星旅行十二星座在囧途,1.0分,庄森 皮逸嘉 王昊辰
天使快递,2.0分,"欧阳逸蕊,张鹏,洪浚嘉,吕晴,曲艺,陈薪璇,王诗淇,傅仪伦,李超,王燕阳,牟雨晨,唐培彦,王子鸿,程梓,唐宇翰,高宇,袁百梓卉"
文艺编导班,4.0分,"张植绿,马璐,陈俊杰,苏晗,朴宰用"
外科风云,5.0分,"靳东,白百何,李佳航,马少骅,蓝盈莹,何杜娟,杨新鸣,王森,金泽灏,刘奕君,金士杰,高露,耿乐,冯晖,赵丽娟,常方源,武笑羽,陈牧扬,王永泉,吴楠,胡歌,丁勇岱,钟紫怡,张墨锡,高鑫,王一楠,高海鹏,柯蓝,薛淑杰,张建栋,王庆祥,任程伟,毕彦君,曹翠芬,董勇,刘琳,刘向京,李光复,任帅,宁文彤,王乐君,张陆,王宏,康群智,李洪涛,戴云霞,岳旸,墨阳,李勤勤,嵇波,贾梓洺,郑惠馨,林家川,张永健,周"
我们的少年时代,4.3分,王源 / 王俊凯 / 易烊千玺 / 张子枫
热血勇士,3.0分,"林雨申,马德钟,张璇,康华"
烈火刀影,2.0分,"钱泳辰,何泓姗,霍政谚,吴佳尼"
远得要命的爱情,1.0分,"朴海镇,李菲儿,张伦硕,刘雨欣,宋轶,屈菁菁,吴磊,杨金承,郑佩佩"
重返20岁,4.0分,"韩东君,胡冰卿,秦汉,归亚蕾"
游击英雄,1.0分,"林江国,王珂"
爱的着陆,4.0分,"何索,陈赛赛,刘洋阳,杨可安,Aimsatida"
爸爸是条龙,4.0分,"郝平,李菁菁,谢天华,翁虹"
新万家灯火,4.0分,"李泰,刘雅瑟,杜海涛,吴孟达"
盗墓笔记第一季,3.0分,"李易峰,杨洋,刘天佐,张智尧"
我的抗战之铁血轻奇兵,3.7分,"朱泳腾,樊少皇,于承惠,徐少强,丁勇岱,魏春光,李欣冉,韩悦"
我爱男保姆,1.0分,"雷佳音,袁姗姗,车晓,曹曦文,李玥,霍思燕,王千源,朱茵,秦焰,谭凯,刘楚恬,高叶"
头号前妻2016,5.0分,"郝蕾,高亚麟,毛俊杰,李舒桐,朱刚日尧,迟嘉"
铁在烧2015,4.0分,"刘涛,王雷,叶祖新,齐奎,王汀,曲双双,邱意浓,杨清,夏铭浩,王同辉,奚美娟,石燕京,赵雷棋,雷佳"
太太万岁2016,5.0分,"闫妮,许亚军,张晨光,刘莉莉,赵子琪,谭凯,张璇,盛冠森,袁文康,朱锐,武泽锦熙"
岁月如金,1.0分,"张丰毅,颜丙燕,左小青,廖京生,李凤绪,赵峥,高亚麟,闫学晶,一真,刘一诺,萨日娜"
闪亮茗天,1.0分,"朱梓骁,潘之琳,贾晓晨"
茗天闪亮,4.0分,"朱梓骁,潘之琳,贾晓晨"
三妹,5.0分,"练束梅,李健,刘亭作,苇青"
鄂尔多斯风暴,3.0分,"于晓光,曹磊,杜雨露,金晶"
蜂鸟,3.0分,"刘恺威,张佳宁,李溪芮,毛毅"
